DATE,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SMA9,SMA21,BBdown,BBmavg,BBup,OBV,RSI,SOfastK,SOfastD,SOslowD,MACD,MACDSinal
04/11/2015,149.92,150.07,149.62,149.62,320,1480,149.03,148.51,146.67,148.50,150.33,13708,61.36195614,0.563694268,0.781316348,0.894574457,0.374497714,0.349715949
05/11/2015,149.00,149.25,148.90,149.10,280,1120,149.10,148.53,146.67,148.51,150.35,12588,57.18553411,0.398089172,0.580679406,0.762915782,0.345670282,0.348704533
06/11/2015,149.11,149.23,148.78,148.93,327,1138,149.18,148.53,146.71,148.55,150.39,11450,55.84728336,0.272084806,0.411289415,0.591095056,0.312805221,0.339729705
09/11/2015,149.24,149.39,149.19,149.29,99,394,149.31,148.59,146.79,148.63,150.46,11844,58.08428574,0.399293286,0.356489088,0.44948597,0.295662272,0.328712846
10/11/2015,149.69,149.94,149.54,149.94,102,829,149.49,148.69,147.06,148.78,150.50,12673,61.84331097,0.628975265,0.433451119,0.400409874,0.301057534,0.321799018
11/11/2015,149.95,150.30,149.80,149.80,301,2037,149.64,148.83,147.29,148.91,150.53,10636,60.58308303,0.5795053,0.535924617,0.441954941,0.296453382,0.315462609
12/11/2015,149.40,149.40,148.90,148.90,333,1714,149.65,148.91,147.31,148.93,150.54,8922,53.09290691,0.261484099,0.489988221,0.486454653,0.257736447,0.301031069
13/11/2015,148.80,148.80,148.55,148.55,242,616,149.38,148.91,147.35,148.94,150.54,8306,50.47916306,0.137809187,0.326266196,0.450726345,0.212049407,0.278785653
16/11/2015,148.37,148.62,148.22,148.37,292,1603,149.17,148.91,147.43,148.97,150.51,6703,49.1393474,0.02238806,0.140560449,0.318938289,0.167421257,0.250944554
17/11/2015,148.10,148.10,147.80,147.90,185,1161,148.98,148.92,147.36,148.95,150.53,5542,45.72654366,0,0.053399082,0.173408575,0.114074594,0.216727064
18/11/2015,147.73,147.83,147.63,147.68,181,2062,148.82,148.89,147.23,148.90,150.57,3480,44.17981089,0,0.007462687,0.067140739,0.06330782,0.178372253
19/11/2015,147.62,148.22,147.62,148.07,212,867,148.72,148.86,147.20,148.89,150.58,4347,47.56581912,0.117824773,0.039274924,0.033378898,0.036520528,0.142909322
23/11/2015,148.27,148.47,148.27,148.32,184,601,148.61,148.86,147.18,148.88,150.58,4948,49.67326089,0.244274809,0.120699861,0.055812491,0.023904386,0.113158088
24/11/2015,148.50,148.55,148.30,148.45,160,1010,148.45,148.86,147.21,148.90,150.58,5958,50.78106092,0.340707965,0.234269182,0.131414656,0.018307453,0.089445429
25/11/2015,148.80,148.90,148.55,148.65,95,578,148.32,148.88,147.27,148.92,150.57,6536,52.51290776,0.42920354,0.338062105,0.231010383,0.020701973,0.072259565
26/11/2015,148.62,148.73,148.62,148.73,123,405,148.30,148.91,147.31,148.94,150.57,6941,53.221937,0.46460177,0.411504425,0.327945237,0.025095174,0.060468467
27/11/2015,148.60,148.70,148.60,148.60,94,241,148.31,148.92,147.32,148.95,150.57,6700,51.86670005,0.407079646,0.433628319,0.394398283,0.023647276,0.05126317
30/11/2015,147.11,147.61,147.11,147.51,195,621,148.21,148.88,147.14,148.89,150.63,6079,42.17050784,0,0.290560472,0.378564405,-0.015916224,0.034468321
01/12/2015,147.35,147.40,146.65,146.75,305,1208,148.08,148.78,146.98,148.67,150.37,4871,36.97956575,0,0.135693215,0.286627335,-0.073221233,0.007545933
02/12/2015,146.45,146.45,146.10,146.20,240,1077,147.92,148.56,146.62,148.47,150.31,3794,33.7425213,0,-3.89E-16,0.142084562,-0.136352329,-0.028428633
03/12/2015,146.34,146.59,146.34,146.39,85,457,147.73,148.37,146.33,148.31,150.28,4251,35.83220039,0.075098814,0.025032938,0.053575384,-0.177223508,-0.065627352
04/12/2015,146.01,146.61,146.01,146.51,108,528,147.53,148.22,146.09,148.18,150.26,4779,37.17978621,0.122529644,0.065876153,0.03030303,-0.202623351,-0.099876351
07/12/2015,145.91,146.56,145.91,146.56,141,495,147.32,148.10,145.89,148.06,150.23,5274,37.76624665,0.14229249,0.113306983,0.068072025,-0.218073349,-0.129425601
08/12/2015,146.70,146.95,146.65,146.85,151,722,147.12,148.00,145.78,147.94,150.09,5996,41.19522378,0.256916996,0.173913043,0.117698726,-0.217072596,-0.15133735
09/12/2015,147.30,147.30,146.95,147.30,196,973,146.96,147.91,145.84,147.80,149.76,6969,46.15312948,0.434782609,0.277997365,0.188405797,-0.197589027,-0.162900269
10/12/2015,147.50,147.50,146.90,147.00,189,579,146.79,147.77,145.91,147.66,149.42,6390,43.51888062,0.316205534,0.335968379,0.262626263,-0.1904357,-0.169784127
11/12/2015,146.70,146.90,146.55,146.65,62,277,146.69,147.62,145.84,147.55,149.27,6113,40.60690954,0.177865613,0.309617918,0.307861221,-0.194762084,-0.176028616
14/12/2015,146.10,146.20,146.00,146.05,74,167,146.61,147.48,145.66,147.43,149.20,5946,36.14221276,0,0.164690382,0.270092227,-0.216847893,-0.186233435
15/12/2015,146.43,146.58,146.23,146.58,92,556,146.65,147.39,145.59,147.34,149.09,6502,42.18883775,0.197761194,0.125208936,0.199839079,-0.212520765,-0.192805268
16/12/2015,146.70,146.70,146.55,146.65,47,268,146.68,147.30,145.52,147.28,149.03,6770,42.95709672,0.235294118,0.144351771,0.144750363,-0.203918511,-0.195583579
17/12/2015,146.45,146.75,146.20,146.75,87,377,146.71,147.25,145.47,147.23,148.99,7147,44.0999611,0.479452055,0.304169122,0.191243276,-0.191029557,-0.194445073
18/12/2015,146.87,146.87,146.54,146.64,120,454,146.72,147.20,145.42,147.16,148.89,6693,43.07755947,0.472,0.395582057,0.28136765,-0.182402526,-0.191434436
21/12/2015,146.99,147.14,146.99,147.14,64,185,146.75,147.16,145.45,147.10,148.75,6878,48.87910589,0.872,0.607817352,0.435856177,-0.155605717,-0.182477256
22/12/2015,147.24,147.50,147.20,147.50,398,1206,146.77,147.12,145.51,147.05,148.59,8084,52.62317129,1,0.781333333,0.594910914,-0.119966465,-0.166849559
23/12/2015,147.82,148.10,147.80,148.00,135,791,146.88,147.10,145.59,147.02,148.45,8875,57.30071422,1,0.957333333,0.782161339,-0.07297719,-0.143381467
28/12/2015,147.80,148.10,147.80,148.05,21,60,147.04,147.07,145.69,146.98,148.27,8935,57.74993912,1,1,0.912888889,-0.033682001,-0.1159566
29/12/2015,148.20,148.30,148.15,148.25,37,200,147.28,147.04,145.76,146.97,148.18,9135,59.58168848,1,1,0.985777778,0.00439685,-0.085868238
30/12/2015,150.01,150.45,149.85,150.45,193,686,147.71,147.13,145.18,147.11,149.05,9821,73.29638364,1,1,1,0.111324789,-0.036569981
04/01/2016,150.02,150.02,149.57,149.57,77,156,148.04,147.23,145.05,147.25,149.46,9665,63.94906842,0.8,0.933333333,0.977777778,0.162059418,0.013087369
05/01/2016,149.50,149.70,149.35,149.60,88,381,148.36,147.37,145.06,147.42,149.79,10046,64.11707082,0.806818182,0.868939394,0.934090909,0.20042714,0.059922312
06/01/2016,149.50,149.95,149.25,149.35,289,1039,148.66,147.52,145.11,147.57,150.03,9007,61.54322407,0.75,0.785606061,0.862626263,0.218901404,0.099667085
07/01/2016,149.30,149.70,149.30,149.45,98,293,148.91,147.66,145.18,147.72,150.26,9300,62.19692753,0.741602067,0.766140083,0.806895179,0.233900057,0.133225328
08/01/2016,149.68,150.10,149.68,150.00,191,1131,149.19,147.83,145.23,147.89,150.55,10431,65.65488944,0.881889764,0.791163944,0.780970029,0.261679737,0.16533893
11/01/2016,149.95,149.95,149.60,149.70,154,336,149.38,147.98,145.30,148.03,150.76,10095,62.30698472,0.803149606,0.808880479,0.788728169,0.269408713,0.191356376
12/01/2016,150.01,150.30,150.00,150.20,138,644,149.62,148.14,145.32,148.18,151.04,10739,65.46756383,0.934383202,0.873140857,0.824395093,0.289285352,0.21583862
13/01/2016,150.39,150.64,150.29,150.34,128,470,149.85,148.28,145.39,148.35,151.30,11209,66.31915563,0.966767372,0.901433393,0.861151577,0.305812377,0.238332059
14/01/2016,150.40,150.95,150.30,150.80,239,847,149.89,148.46,145.52,148.55,151.59,12056,69.02229233,1,0.967050191,0.913874814,0.330606026,0.261400551
15/01/2016,150.60,150.90,150.50,150.50,183,803,149.99,148.65,145.86,148.78,151.69,11253,65.33924535,0.892857143,0.953208171,0.940563919,0.335154667,0.27983908
18/01/2016,150.53,150.78,150.48,150.73,222,561,150.12,148.87,146.13,148.98,151.83,11814,66.80183735,0.974545455,0.955800866,0.95868641,0.342260873,0.295444528
19/01/2016,150.85,151.30,150.70,151.00,222,1203,150.30,149.08,146.43,149.20,151.97,13017,68.48315042,1,0.955800866,0.954936634,0.352633144,0.309741682
20/01/2016,151.00,151.30,150.95,151.00,301,1225,150.47,149.29,146.78,149.41,152.05,13017,68.48315042,1,0.991515152,0.967705628,0.35607635,0.321325349
21/01/2016,151.00,151.30,151.00,151.20,148,800,150.61,149.50,147.23,149.64,152.05,13817,69.79721622,1,1,0.982438672,0.360986253,0.331240575
22/01/2016,151.00,151.05,150.75,151.00,78,528,150.75,149.71,147.65,149.83,152.02,13289,66.79790297,0.891891892,0.963963964,0.985159705,0.353185236,0.33672674
26/01/2016,151.24,151.24,150.99,150.99,113,219,150.84,149.89,148.05,150.01,151.97,13070,66.64369831,0.886486486,0.926126126,0.963363363,0.342152181,0.3380831
27/01/2016,150.61,150.76,150.61,150.76,103,338,150.89,150.04,148.39,150.15,151.90,12732,63.03909747,0.748571429,0.842316602,0.910802231,0.321176591,0.333856473
28/01/2016,150.51,150.64,150.51,150.64,112,138,150.87,150.17,148.80,150.28,151.75,12594,61.17981929,0.626666667,0.753908194,0.840783641,0.296525773,0.324523798
29/01/2016,154.12,154.45,153.90,154.30,210,773,151.29,150.47,148.52,150.58,152.63,13367,80.28197368,1,0.791746032,0.795990276,0.399225166,0.34319914
01/02/2016,153.69,154.24,153.69,154.14,145,473,151.67,150.75,148.19,150.76,153.34,12894,78.46428133,0.96097561,0.862547425,0.802733884,0.468091214,0.374422158
02/02/2016,154.27,154.42,153.92,154.32,236,1052,152.04,150.93,148.06,151.00,153.94,13946,79.03925281,1,0.98699187,0.880428442,0.521456957,0.411180858
03/02/2016,154.00,154.25,153.40,154.15,201,1065,152.39,151.15,148.06,151.23,154.39,12881,76.94969244,0.955497382,0.972157664,0.940565653,0.550193878,0.445934113
04/02/2016,154.05,154.70,153.90,154.55,406,2284,152.76,151.39,148.13,151.49,154.84,15165,78.39687846,1,0.985165794,0.981438443,0.578808955,0.479152823
05/02/2016,155.29,155.40,155.05,155.35,188,2352,153.24,151.67,148.17,151.78,155.40,17517,80.97021296,1,0.985165794,0.980829751,0.620434634,0.514473276
10/02/2016,155.05,155.05,154.65,154.75,48,169,153.66,151.92,148.28,152.02,155.76,17348,73.86369722,0.872611465,0.957537155,0.975956248,0.624277046,0.541924218
11/02/2016,154.32,154.97,154.27,154.92,181,1021,154.12,152.16,148.50,152.28,156.06,18369,74.54537708,0.908704883,0.927105449,0.956602799,0.62476213,0.562633696
12/02/2016,155.33,155.63,155.03,155.53,167,956,154.67,152.44,148.64,152.55,156.45,19325,76.87596517,1,0.927105449,0.937249351,0.637425815,0.581331726
15/02/2016,155.29,155.54,155.29,155.49,99,539,154.80,152.69,148.84,152.81,156.77,18786,76.38210351,0.991820041,0.966841641,0.940350847,0.637503523,0.595374675
16/02/2016,155.46,156.01,155.46,155.71,149,783,154.97,152.94,149.00,153.05,157.10,19569,77.2478381,1,0.997273347,0.963740146,0.636538003,0.605665507
17/02/2016,155.72,156.22,155.52,156.12,225,1281,155.17,153.20,149.25,153.33,157.41,20850,78.80696869,1,0.997273347,0.987129445,0.641122175,0.614529674
18/02/2016,156.30,156.30,155.85,156.10,160,555,155.39,153.46,149.54,153.60,157.67,20295,78.52428897,0.996350365,0.998783455,0.997776716,0.635560786,0.619787452
19/02/2016,156.08,156.13,155.88,155.88,49,354,155.54,153.71,149.85,153.85,157.84,19941,75.32363534,0.878787879,0.958379415,0.984812072,0.615529456,0.618722953
22/02/2016,155.60,155.70,155.51,155.56,111,374,155.56,153.93,150.23,154.07,157.91,19567,70.80301146,0.717171717,0.86410332,0.940422063,0.581197605,0.609341616
23/02/2016,155.90,156.00,155.90,155.95,111,407,155.70,154.16,150.63,154.31,157.99,19974,72.93495259,0.913705584,0.83655506,0.886345932,0.559887935,0.596978196
24/02/2016,155.93,155.94,155.79,155.79,37,207,155.79,154.38,151.15,154.55,157.95,19767,70.65553753,0.83248731,0.821121537,0.840593306,0.530641808,0.580394099
25/02/2016,155.75,155.90,155.75,155.80,65,283,155.82,154.61,151.77,154.79,157.81,20050,70.71713544,0.796178344,0.847457079,0.835044559,0.501277252,0.560614887
26/02/2016,155.79,155.84,155.79,155.84,14,33,155.86,154.84,152.63,155.04,157.46,20083,70.97955042,0.795620438,0.808095364,0.825557993,0.473205506,0.538762542
29/02/2016,157.65,158.00,157.45,157.60,167,1400,156.07,155.17,153.72,155.39,157.06,21483,79.62950745,1,0.863932927,0.839828457,0.503731686,0.530004828
01/03/2016,157.64,157.64,157.04,157.19,304,1283,156.19,155.48,153.77,155.54,157.30,20200,74.08935756,0.847014925,0.880878454,0.850968915,0.507190519,0.524301251
02/03/2016,156.40,156.55,154.30,154.30,523,3091,155.99,155.48,153.81,155.55,157.28,17109,48.48346938,0,0.615671642,0.786827675,0.407239481,0.495035808
03/03/2016,154.30,154.55,153.50,154.00,366,2184,155.78,155.47,153.74,155.53,157.32,14925,46.67994328,0,0.282338308,0.592962802,0.314017651,0.449781269
04/03/2016,153.80,153.95,152.75,153.05,206,1050,155.50,155.41,153.46,155.47,157.48,13875,41.42488984,0,-1.11E-16,0.29933665,0.205484961,0.388707192
07/03/2016,154.00,154.45,153.60,154.30,223,1350,155.32,155.42,153.43,155.46,157.50,15225,49.48335621,0.274725275,0.091575092,0.1246378,0.159969182,0.331522689
08/03/2016,153.25,154.25,153.20,154.20,159,1230,155.14,155.40,153.30,155.40,157.51,13995,48.90371955,0.252747253,0.175824176,0.089133089,0.119059955,0.278407006
09/03/2016,153.80,155.25,153.60,155.20,291,1647,155.08,155.39,153.34,155.43,157.52,15642,54.62739612,0.472527473,0.333333333,0.2002442,0.119143249,0.238591067
10/03/2016,154.80,155.30,154.80,155.00,157,743,154.98,155.41,153.34,155.43,157.52,14899,53.3404593,0.428571429,0.384615385,0.297924298,0.110957055,0.206682564
11/03/2016,155.50,156.05,155.50,155.85,251,1230,154.79,155.45,153.35,155.45,157.54,16129,57.8818572,0.615384615,0.505494505,0.407814408,0.131599105,0.187911699
14/03/2016,156.50,156.95,156.00,156.05,155,813,154.66,155.48,153.36,155.47,157.58,16942,58.89561225,0.659340659,0.567765568,0.485958486,0.152632428,0.179091881
15/03/2016,155.50,156.20,155.30,155.75,207,1212,154.82,155.49,153.37,155.48,157.59,15730,56.69138274,0.593406593,0.622710623,0.565323565,0.1569828,0.173564611
16/03/2016,156.00,156.35,154.70,154.80,263,1520,154.91,155.44,153.30,155.41,157.52,14210,50.27470229,0.384615385,0.545787546,0.578754579,0.126575071,0.161817226
17/03/2016,154.69,154.70,153.80,154.15,186,776,155.03,155.35,153.16,155.31,157.47,13434,46.40454746,0.241758242,0.406593407,0.525030525,0.079477918,0.141232399
18/03/2016,154.60,155.55,154.50,155.15,228,969,155.13,155.31,153.14,155.28,157.41,14403,52.46696326,0.507246377,0.377873334,0.443418096,0.075215371,0.124728142
21/03/2016,155.70,156.70,155.55,156.60,178,1439,155.39,155.34,153.12,155.33,157.54,15842,59.60247634,1,0.58300154,0.45582276,0.119419606,0.123401008
22/03/2016,156.25,156.95,156.25,156.80,145,709,155.57,155.40,153.08,155.37,157.66,16551,60.4836334,1,0.835748792,0.598874555,0.158910639,0.132278416
23/03/2016,156.52,156.70,156.45,156.45,26,374,155.73,155.42,153.07,155.40,157.74,16177,58.09547239,0.906666667,0.968888889,0.79587974,0.175878373,0.143178405
24/03/2016,156.25,156.65,156.15,156.65,132,244,155.82,155.46,153.06,155.45,157.84,16421,59.08951946,0.943396226,0.950020964,0.918219549,0.193444066,0.15574482
28/03/2016,157.00,157.05,156.85,157.05,8,120,155.93,155.52,153.02,155.51,157.99,16541,61.0781502,1,0.950020964,0.956310273,0.21788679,0.171280313
29/03/2016,157.20,157.55,157.05,157.45,65,483,156.12,155.60,153.04,155.50,157.96,17024,63.01429635,1,0.981132075,0.960391335,0.247329734,0.190292668
30/03/2016,157.58,157.63,157.58,157.63,20,174,156.44,155.60,152.99,155.52,158.05,17198,63.88491997,1,1,0.977051013,0.27295018,0.210957046
31/03/2016,158.69,159.49,158.64,158.64,51,156,156.94,155.67,152.94,155.74,158.54,17354,68.38230723,1,1,0.993710692,0.322713218,0.238896089
01/04/2016,158.65,158.80,157.60,158.45,66,437,157.30,155.87,153.04,155.96,158.88,16917,66.69958759,0.957683742,0.985894581,0.995298194,0.350852839,0.266885276
04/04/2016,158.70,158.70,158.50,158.50,4,5,157.51,156.08,153.44,156.23,159.03,16922,66.93020949,0.968819599,0.975501114,0.987131898,0.369762641,0.292604617
05/04/2016,159.00,159.00,157.85,158.05,19,286,157.65,156.32,153.67,156.42,159.17,16636,62.72017743,0.868596882,0.931700074,0.964365256,0.364792237,0.310651522
06/04/2016,158.00,158.00,157.25,157.50,17,123,157.77,156.47,153.99,156.59,159.18,16513,57.92439387,0.74610245,0.861172977,0.922791388,0.338043628,0.317499549
07/04/2016,157.50,157.80,157.20,157.80,28,138,157.90,156.64,154.15,156.72,159.28,16651,59.73300327,0.759312321,0.791337218,0.861403423,0.322689222,0.318796967
08/04/2016,157.50,157.50,156.50,157.00,37,380,157.89,156.73,154.38,156.82,159.26,16271,53.16957144,0.251141553,0.585518774,0.746009656,0.280180175,0.309142769
11/04/2016,157.60,157.60,157.00,157.00,21,191,157.84,156.82,154.47,156.87,159.27,16271,53.16957144,0.251141553,0.420531809,0.599129267,0.243419442,0.292711937
12/04/2016,156.90,156.90,155.90,155.90,40,324,157.65,156.83,154.46,156.87,159.28,15947,45.24215028,0,0.167427702,0.391159428,0.175310924,0.263361684
13/04/2016,155.90,156.00,155.80,155.85,18,165,157.34,156.82,154.47,156.87,159.27,15782,44.91434508,0,0.083713851,0.22389112,0.118261592,0.227086661
14/04/2016,155.90,156.00,155.90,156.00,13,93,157.07,156.83,154.68,156.93,159.18,15875,46.17433749,0.053763441,0.017921147,0.089687566,0.077199419,0.189614851
15/04/2016,156.95,156.95,156.10,156.35,20,110,156.83,156.90,155.16,157.04,158.92,15985,49.09990085,0.17921147,0.077658303,0.059764434,0.055777074,0.156155406
18/04/2016,156.20,156.45,155.80,156.45,13,54,156.65,157.01,155.42,157.11,158.80,16039,49.93714549,0.215053763,0.149342891,0.081640781,0.041669984,0.127534051
19/04/2016,157.00,157.20,156.50,156.55,43,205,156.54,157.08,155.41,157.10,158.80,16244,50.80852683,0.250896057,0.215053763,0.147351653,0.033449787,0.104012985
20/04/2016,156.00,156.35,156.00,156.35,19,187,156.38,157.07,155.36,157.08,158.80,16057,48.97257914,0.188679245,0.218209689,0.194202114,0.019977804,0.08300419
22/04/2016,156.25,156.35,156.05,156.05,17,265,156.28,157.03,155.30,157.06,158.82,15792,46.27164154,0.075471698,0.171682334,0.201648595,-0.000735969,0.06206915
25/04/2016,156.00,156.05,155.70,155.80,37,321,156.14,157.00,155.18,157.02,158.85,15471,44.08941733,0,0.088050314,0.159314112,-0.025179014,0.040257109
26/04/2016,155.65,155.65,155.10,155.50,36,354,156.10,156.95,154.99,156.94,158.89,15117,41.55667403,0,0.025157233,0.094963294,-0.053888598,0.016720682
27/04/2016,155.55,155.55,155.50,155.50,8,56,156.06,156.87,154.81,156.84,158.88,15117,41.55667403,0,-1.39E-17,0.037735849,-0.075587596,-0.006356387
28/04/2016,155.64,155.64,155.64,155.64,5,5,156.02,156.79,154.68,156.74,158.81,15122,43.31893792,0.093333333,0.031111111,0.018756115,-0.086873234,-0.026485599
29/04/2016,152.00,153.20,152.00,153.05,198,443,155.65,156.57,154.02,156.46,158.91,14679,27.06168259,0,0.031111111,0.020740741,-0.180965363,-0.06510554
02/05/2016,152.90,153.30,152.80,153.20,110,405,155.29,156.31,153.55,156.20,158.85,15084,28.72990122,0.042857143,0.045396825,0.035873016,-0.247207887,-0.110631127
03/05/2016,153.00,153.35,153.00,153.20,193,749,154.92,156.06,153.20,155.94,158.67,15084,28.72990122,0.042857143,0.028571429,0.035026455,-0.295820544,-0.156928481
04/05/2016,153.50,153.55,153.15,153.25,169,1021,154.58,155.81,152.90,155.70,158.49,16105,29.35454093,0.057142857,0.047619048,0.040529101,-0.328333389,-0.199779708
05/05/2016,152.60,153.43,152.60,153.13,163,781,154.25,155.57,152.60,155.48,158.36,15324,28.70431345,0.022857143,0.040952381,0.039047619,-0.353561995,-0.23822528
06/05/2016,153.01,153.30,153.00,153.15,99,232,153.96,155.37,152.40,155.25,158.09,15556,28.98664764,0.028571429,0.036190476,0.041587302,-0.368053582,-0.270682355
09/05/2016,153.50,154.30,153.50,154.30,335,2194,153.82,155.20,152.36,155.11,157.86,17750,42.97115885,0.357142857,0.136190476,0.071111111,-0.335806558,-0.286963406
10/05/2016,154.40,154.65,153.95,154.45,186,1058,153.71,155.08,152.36,154.98,157.61,18808,44.50623378,0.424242424,0.26998557,0.147455507,-0.301254613,-0.290536208
11/05/2016,154.61,154.91,154.26,154.61,106,472,153.59,154.97,152.33,154.92,157.51,19280,46.17067094,0.52,0.433795094,0.27999038,-0.265019974,-0.284157149
12/05/2016,154.80,155.10,154.40,154.85,218,2465,153.79,154.92,152.31,154.87,157.43,21745,48.65821134,0.654545455,0.532929293,0.412236652,-0.225253769,-0.269431304
13/05/2016,154.31,154.91,154.31,154.81,152,1336,153.97,154.87,152.31,154.81,157.31,20409,48.25794101,0.67953668,0.618027378,0.528250588,-0.192689649,-0.250245891
16/05/2016,154.97,155.19,154.94,155.04,103,638,154.18,154.82,152.34,154.74,157.15,21047,50.76587449,0.768339768,0.700807301,0.617254657,-0.157073151,-0.226952706
17/05/2016,155.30,155.70,154.90,155.50,249,2011,154.43,154.78,152.39,154.70,157.00,23058,55.41989286,0.945945946,0.797940798,0.705591826,-0.111822146,-0.198170066
18/05/2016,155.40,155.81,155.01,155.61,157,397,154.70,154.74,152.46,154.65,156.84,23455,56.47933424,1,0.904761905,0.801170001,-0.071438238,-0.166487109
19/05/2016,155.48,155.58,154.83,155.53,191,859,154.97,154.69,152.52,154.61,156.69,22596,55.44729043,0.967741935,0.971229294,0.891310666,-0.04174749,-0.135302204
20/05/2016,156.00,156.00,155.35,155.55,81,207,155.11,154.65,152.56,154.58,156.61,22803,55.66540066,0.975806452,0.981182796,0.952391331,-0.017412743,-0.105829839
23/05/2016,155.06,155.70,155.05,155.40,141,201,155.21,154.62,152.58,154.56,156.55,22602,53.54805589,0.915322581,0.952956989,0.96845636,-0.0032598,-0.080187329
24/05/2016,155.64,155.89,155.64,155.79,95,210,155.34,154.62,152.56,154.58,156.60,22812,58.01916572,1,0.963709677,0.965949821,0.020863157,-0.054924708
25/05/2016,155.69,155.70,155.60,155.65,20,75,155.43,154.63,152.55,154.59,156.62,22737,55.93772357,0.946969697,0.954097426,0.956921364,0.03469044,-0.032520921
27/05/2016,155.67,155.67,155.35,155.52,15,46,155.51,154.63,152.56,154.58,156.60,22691,54.00045306,0.818791946,0.921920548,0.946575884,0.04065992,-0.014225711
30/05/2016,155.31,155.46,155.31,155.46,62,483,155.56,154.62,152.77,154.70,156.63,22208,53.08662772,0.753731343,0.839830996,0.90528299,0.042774645,2.44E-05
31/05/2016,157.65,158.15,157.55,157.85,118,524,155.82,154.85,152.69,154.93,157.18,22732,72.81855931,1,0.857507763,0.873086435,0.123657037,0.030932543
01/06/2016,157.50,158.05,157.40,158.00,70,254,156.08,155.08,152.71,155.17,157.64,22986,73.56992168,1,0.917910448,0.871749735,0.189859199,0.070664207
02/06/2016,158.50,158.50,158.15,158.15,24,96,156.37,155.31,152.80,155.42,158.04,23082,74.33396919,1,1,0.925139404,0.243778357,0.113942744
03/06/2016,158.50,158.95,158.50,158.70,75,455,156.72,155.57,152.93,155.70,158.47,23537,76.96358836,1,1,0.972636816,0.300675548,0.160625945
06/06/2016,158.70,159.00,158.65,158.95,68,202,157.12,155.85,153.13,155.99,158.84,23739,78.06375492,1,1,1,0.349165194,0.207760757
07/06/2016,158.60,158.85,158.60,158.60,58,310,157.43,156.11,153.24,156.20,159.16,23429,72.82039852,0.901408451,0.96713615,0.989045383,0.370702432,0.248496176
08/06/2016,158.45,158.45,158.05,158.25,66,213,157.72,156.30,153.42,156.39,159.37,23216,67.90829563,0.802816901,0.901408451,0.956181534,0.3710558,0.279136082
09/06/2016,158.25,158.25,157.80,157.90,96,348,157.98,156.46,153.63,156.56,159.48,22868,63.30926444,0.704225352,0.802816901,0.890453834,0.35495546,0.298090926
10/06/2016,157.95,157.95,157.55,157.55,52,257,158.22,156.60,153.84,156.69,159.54,22611,59.00575667,0.605633803,0.704225352,0.802816901,0.32627169,0.305136117
13/06/2016,157.00,157.35,156.85,157.25,70,253,158.15,156.72,154.09,156.81,159.53,22358,55.5219207,0.512893983,0.607584379,0.704875544,0.289808799,0.301304288
14/06/2016,157.21,157.76,157.21,157.41,29,76,158.08,156.84,154.32,156.93,159.54,22434,56.98076652,0.558739255,0.559089014,0.623632915,0.262905846,0.291704677
15/06/2016,157.20,157.40,157.16,157.30,30,94,157.99,156.95,154.50,157.02,159.55,22340,55.6298496,0.52722063,0.532951289,0.566541561,0.234906791,0.277505206
16/06/2016,157.70,157.90,157.65,157.75,66,326,157.88,157.06,154.67,157.13,159.59,22666,59.82599033,0.656160458,0.580706781,0.557582361,0.224866232,0.264345462
17/06/2016,157.70,158.20,157.70,158.10,30,150,157.79,157.17,154.88,157.26,159.63,22816,62.77473493,0.5,0.56112703,0.5582617,0.225640579,0.254669241
20/06/2016,158.65,158.65,158.20,158.25,52,158,157.75,157.30,155.11,157.39,159.67,22974,63.9944797,0.588235294,0.581465251,0.574433021,0.22823226,0.248059996
21/06/2016,158.07,158.52,158.07,158.27,14,66,157.75,157.43,155.42,157.54,159.65,23040,64.16309041,0.6,0.562745098,0.568445793,0.227926418,0.243026602
22/06/2016,158.29,158.39,157.89,158.09,56,376,157.77,157.56,155.68,157.65,159.62,22664,61.37728415,0.494117647,0.560784314,0.568331554,0.218797274,0.23696927
23/06/2016,158.10,158.10,158.00,158.00,99,774,157.82,157.67,156.02,157.77,159.51,21890,59.97514338,0.441176471,0.511764706,0.545098039,0.205879349,0.22919679
24/06/2016,157.65,157.75,157.30,157.45,37,236,157.85,157.75,156.44,157.86,159.28,21654,52.13666036,0.148148148,0.361147422,0.477898814,0.175057497,0.215661966
27/06/2016,157.36,157.36,156.71,156.86,57,236,157.79,157.82,156.91,157.93,158.95,21418,45.29741545,0,0.19644154,0.356451222,0.129348723,0.194083656
28/06/2016,156.60,156.65,156.35,156.35,34,145,157.68,157.86,156.63,157.86,159.09,21273,40.36790283,0,0.049382716,0.202323893,0.075220528,0.164367874
29/06/2016,156.27,156.27,156.22,156.22,25,88,157.51,157.78,156.35,157.77,159.19,21185,39.19694661,0,-1.57E-16,0.081941419,0.027728346,0.130207992
30/06/2016,157.11,157.26,156.56,156.76,115,763,157.36,157.72,156.23,157.70,159.18,21948,46.1805393,0.263414634,0.087804878,0.045729198,0.008166929,0.099697726
01/07/2016,156.50,157.45,156.50,157.30,69,641,157.26,157.68,156.22,157.63,159.04,22589,52.10475175,0.526829268,0.263414634,0.117073171,0.010657583,0.07743769
04/07/2016,157.25,157.40,157.00,157.05,71,307,157.12,157.60,156.24,157.54,158.83,22282,49.39396056,0.404878049,0.398373984,0.249864499,0.004199221,0.059128073
