"DATE","OPEN","HIGH","LOW","CLOSE","TICKVOL","VOL","SMA9","SMA21","BBdown","BBmavg","BBup","OBV","RSI","SOfastK","SOfastD","SOslowD","MACD","MACDSinal","Dolar","CCMS","IBoiEsalq","IBezEsalq.MS","IBezEsalq.SP","IFraCEsalq","IFraResEsalq","IMilhoEsalq","ISuiEsalq.MG","ISuiEsalq.PR","ISuiEsalq.RS","ISuiEsalq.SC","ISuiEsalq.SP"
0.958333333333333,0.0943912448700409,0.104651162790698,0.0807113543091642,0.104651162790698,0.288961038961039,0.335566382460414,0.109439124487004,0.160054719562242,0.0369357045143634,0.156634746922024,0.276333789329685,0.0837718598841227,0.322000670520007,0.197761194,0.125208936,0.199839079,0.295050816190623,0.29634204377407,0.731811697574893,0.0133067198935464,0.0570021111893034,0.572931018646092,0.730214473849241,0.537037037037037,0.450819672131148,0,0.777777777777777,0.66875,0.730769230769231,0.673913043478261,0.713450292397661
0.961111111111111,0.112859097127222,0.112859097127222,0.102599179206567,0.109439124487004,0.142857142857143,0.160170523751523,0.111491108071135,0.15389876880985,0.0321477428180574,0.152530779753762,0.272229822161422,0.0980173284430979,0.335431835962347,0.235294118,0.144351771,0.144750363,0.302154666819576,0.293936188304408,0.739419876367095,0.0159680638722556,0.00492610837438375,0.510608983190961,0.732263054475522,0.537037037037037,0.450819672131148,0.00653238976592256,0.777777777777777,0.68125,0.730769230769231,0.673913043478261,0.713450292397661
0.963888888888889,0.0957592339261272,0.116279069767441,0.0786593707250328,0.116279069767441,0.272727272727273,0.226552984165652,0.113543091655267,0.15047879616963,0.0287277701778378,0.149110807113542,0.269493844049248,0.118056662945835,0.355412078517716,0.479452055,0.304169122,0.191243276,0.312798528763139,0.294922068174352,0.734189253447456,0,0,0.527234316156884,0.739621221622977,0.509259259259259,0.426229508196721,0.00707675557974973,0.777777777777777,0.6875,0.730769230769231,0.673913043478261,0.707602339181287
0.966666666666667,0.124487004103967,0.124487004103967,0.101915184678521,0.108755129958959,0.37987012987013,0.273447015834348,0.11422708618331,0.14705882352941,0.0253077975376181,0.144322845417236,0.262653898768809,0.0939244139690639,0.337537838219489,0.472,0.395582057,0.28136765,0.319922840553438,0.297529104425376,0.834522111269615,0.0113107119095144,0.0781140042223775,0.473270873518875,0.728500355366028,0.490740740740741,0.385245901639344,0.0119760479041916,0.784313725490196,0.6875,0.740384615384615,0.66304347826087,0.707602339181287
"680",0.975,0.132694938440493,0.142954856361148,0.132694938440493,0.142954856361148,0.198051948051948,0.109622411693057,0.116279069767441,0.144322845417236,0.0273597811217495,0.140218878248973,0.253077975376197,0.103758039653431,0.438963962522909,0.872,0.607817352,0.435856177,0.342051985829619,0.305285500486059,0.858773181169758,0.0119760479041916,0.106966924700916,0.480113897308717,0.752916091809859,0.472222222222222,0.377049180327869,0.0332063146434404,0.790849673202614,0.6875,0.730769230769231,0.673913043478261,0.695906432748538
0.977777777777778,0.149794801641587,0.167578659370725,0.14705882352941,0.167578659370725,0.313311688311688,0.73142509135201,0.11764705882353,0.141586867305061,0.0314637482900123,0.136798905608755,0.242134062927496,0.167862648168819,0.504419966003536,1,0.781333333,0.594910914,0.371483332862111,0.318818175663776,0.834997622444127,0.0186294078509648,0.209711470795214,0.492376228529439,0.768092311551486,0.462962962962963,0.401639344262295,0.0375612411540554,0.790849673202614,0.6875,0.730769230769231,0.673913043478261,0.684210526315789
0.980555555555556,0.189466484268125,0.208618331053351,0.188098495212039,0.201778385772913,0.428571428571429,0.478684531059683,0.12517099863201,0.140218878248973,0.0369357045143634,0.134746922024624,0.232558139534883,0.209908042311168,0.586195585175909,1,0.957333333,0.782161339,0.410287673069088,0.339140176152831,0.791726105563481,0.00665335994677321,0.159042927515833,0.414071828786626,0.728207700990844,0.509259259259259,0.401639344262295,0.0391943385955361,0.784313725490196,0.6625,0.730769230769231,0.652173913043478,0.684210526315789
0.994444444444444,0.188098495212039,0.208618331053351,0.188098495212039,0.205198358413133,0.0584415584415584,0.0334957369062119,0.13611491108071,0.138166894664842,0.0437756497948008,0.132010943912447,0.220246238030096,0.213097326316909,0.594049205098783,1,1,0.912888889,0.442738139318109,0.362888513281655,0.709462672372801,0,0.229415904292751,0.37696335078534,0.774614323341277,0.546296296296296,0.401639344262295,0.0408274360370169,0.777777777777777,0.6375,0.740384615384615,0.641304347826087,0.666666666666667
0.997222222222222,0.215458276333788,0.222298221614227,0.21203830369357,0.218878248974008,0.11038961038961,0.118757612667479,0.152530779753762,0.13611491108071,0.0485636114911068,0.131326949384404,0.214090287277702,0.223728273002711,0.626072949257685,1,1,0.985777778,0.474184138195402,0.388943281912988,0.708987161198288,0.00199600798403201,0.200562983814215,0.306374575181409,0.77490697771646,0.546296296296296,0.434426229508196,0.054980947196516,0.777777777777777,0.6375,0.740384615384615,0.630434782608696,0.666666666666667
1,0.339261285909712,0.369357045143638,0.328317373461012,0.369357045143638,0.616883116883117,0.414738124238733,0.181942544459644,0.142270861833104,0.00889192886456879,0.140902872777018,0.273597811217511,0.260192420135013,0.865841499809364,1,1,1,0.562486588543634,0.431632700501578,0.83547313361864,0.0266134397870926,0.270232230823364,0.306374575181409,0.75128558886241,0.537037037037037,0.377049180327869,0.070223189983669,0.777777777777777,0.6375,0.740384615384615,0.630434782608696,0.666666666666667
